id,title,link,timestamp
3768785,SUPERVISOR / PELAKSANA PROYEK,https://www.jobstreet.co.id/id/job/3768785,NA
3772940,DRAFTER TEKLA,https://www.jobstreet.co.id/id/job/3772940,NA
3768919,Staf Teknik,https://www.jobstreet.co.id/id/job/3768919,NA
3769831,PROJECT MANAGER,https://www.jobstreet.co.id/id/job/3769831,NA
3768862,Supervisor Fabrikasi Steel,https://www.jobstreet.co.id/id/job/3768862,NA
3768546,PELAKSANA LAPANGAN,https://www.jobstreet.co.id/id/job/3768546,NA
3768967,GM/Manager Senior Operasional Ready Mix,https://www.jobstreet.co.id/id/job/3768967,NA
3769407,(QS)Quantity Surveyor Manager,https://www.jobstreet.co.id/id/job/3769407,NA
3768542,ESTIMATOR,https://www.jobstreet.co.id/id/job/3768542,NA
3771177,Estate Management,https://www.jobstreet.co.id/id/job/3771177,NA
3772913,Landscape Architect  - Lippo Karawaci,https://www.jobstreet.co.id/id/job/3772913,NA
3768543,Pelaksana/ Supervisor,https://www.jobstreet.co.id/id/job/3768543,NA
3772258,Arsitek Muda/Drafter Senior,https://www.jobstreet.co.id/id/job/3772258,NA
3766863,Junior Civil Engineer,https://www.jobstreet.co.id/id/job/3766863,NA
3772073,General Manager Industrial Estate,https://www.jobstreet.co.id/id/job/3772073,NA
3769104,Drafter Civil dan Mekanikal,https://www.jobstreet.co.id/id/job/3769104,NA
3769155,Road Maintenance Officer,https://www.jobstreet.co.id/id/job/3769155,NA
3773585,Architect,https://www.jobstreet.co.id/id/job/3773585,NA
3768680,Supervisor Infrastruktur,https://www.jobstreet.co.id/id/job/3768680,NA
3769286,SUPERVISOR PROYEK,https://www.jobstreet.co.id/id/job/3769286,NA
3767637,CIVIL ENGINEER (JAKARTA),https://www.jobstreet.co.id/id/job/3767637,NA
3769062,Road Maintenance Superintendent,https://www.jobstreet.co.id/id/job/3769062,NA
3769195,Site Manager Proyek,https://www.jobstreet.co.id/id/job/3769195,NA
3759746,Junior Design Interior,https://www.jobstreet.co.id/id/job/3759746,NA
3774058,Marketing In House,https://www.jobstreet.co.id/id/job/3774058,NA
3761739,Project Assistant & Design Studio Coordinator,https://www.jobstreet.co.id/id/job/3761739,NA
3769320,PROJECT PLANNER AND COST CONTROL (Project Balance of Plant MEI 2x3MW PLTU Sofifi North Maluku),https://www.jobstreet.co.id/id/job/3769320,NA
3769795,Material Control,https://www.jobstreet.co.id/id/job/3769795,NA
3772442,Business Development Associate,https://www.jobstreet.co.id/id/job/3772442,NA
3770433,Surveyor,https://www.jobstreet.co.id/id/job/3770433,NA
3766526,Quantity Surveyor CitraLand Banjarmasin,https://www.jobstreet.co.id/id/job/3766526,NA
3771766,Legal Staff (Property),https://www.jobstreet.co.id/id/job/3771766,NA
3768690,Document Controller,https://www.jobstreet.co.id/id/job/3768690,NA
3771481,Real Estate Staff,https://www.jobstreet.co.id/id/job/3771481,NA
3767586,QUANTITY SURVEYOR (Spesialisasi Tender),https://www.jobstreet.co.id/id/job/3767586,NA
3768804,Kontraktor Proyek/Site Engineer,https://www.jobstreet.co.id/id/job/3768804,NA
3770838,PROPOSE MANAGER,https://www.jobstreet.co.id/id/job/3770838,NA
3768994,Chief Engineering (Under Client),https://www.jobstreet.co.id/id/job/3768994,NA
3759535,Senior Architect / Interior Designer,https://www.jobstreet.co.id/id/job/3759535,NA
3772355,Staf Teknik,https://www.jobstreet.co.id/id/job/3772355,NA
3766751,Supervisor Project,https://www.jobstreet.co.id/id/job/3766751,NA
3770237,Office Engineer Pasuruan (ID: 539045),https://www.jobstreet.co.id/id/job/3770237,NA
3769369,Material Construction Engineer,https://www.jobstreet.co.id/id/job/3769369,NA
3766689,Quantity Surveyor,https://www.jobstreet.co.id/id/job/3766689,NA
3769779,Surveyor,https://www.jobstreet.co.id/id/job/3769779,NA
3770403,Design & Planning Supervisor,https://www.jobstreet.co.id/id/job/3770403,NA
3767618,Cost Control & Admin Teknik,https://www.jobstreet.co.id/id/job/3767618,NA
3769281,KOORDINATOR SIPIL & ELECTRICAL,https://www.jobstreet.co.id/id/job/3769281,NA
3758315,Arsitek,https://www.jobstreet.co.id/id/job/3758315,NA
3761438,Marketing Designer,https://www.jobstreet.co.id/id/job/3761438,NA
3768762,ESTIMATOR,https://www.jobstreet.co.id/id/job/3768762,NA
3772998,Civil Engineer,https://www.jobstreet.co.id/id/job/3772998,NA
3771595,Product Design Leader,https://www.jobstreet.co.id/id/job/3771595,NA
3774072,Civil Engineering Ofiicer,https://www.jobstreet.co.id/id/job/3774072,NA
3770715,DRAFTER,https://www.jobstreet.co.id/id/job/3770715,NA
3767525,Teknik Sipil,https://www.jobstreet.co.id/id/job/3767525,NA
3773698,INTERIOR DESIGNER,https://www.jobstreet.co.id/id/job/3773698,NA
3774133,MARKETING PROPERTY,https://www.jobstreet.co.id/id/job/3774133,NA
3770190,ARSITEKTUR SIPIL,https://www.jobstreet.co.id/id/job/3770190,NA
3768610,Surveyor,https://www.jobstreet.co.id/id/job/3768610,NA
3768012,Pengawas/Drafter,https://www.jobstreet.co.id/id/job/3768012,NA
3767364,Construction Supervisor - Quarry Project,https://www.jobstreet.co.id/id/job/3767364,NA
3768043,Building QC (Staff – Manager),https://www.jobstreet.co.id/id/job/3768043,NA
3773882,Pelaksana Proyek,https://www.jobstreet.co.id/id/job/3773882,NA
3768007,Principal Geotechnical Engineer,https://www.jobstreet.co.id/id/job/3768007,NA
3767543,Pimpinan Proyek,https://www.jobstreet.co.id/id/job/3767543,NA
3758668,Landscape Designer,https://www.jobstreet.co.id/id/job/3758668,NA
3771713,Sales Property Manager,https://www.jobstreet.co.id/id/job/3771713,NA
3759891,Lowongan Desainer Interior,https://www.jobstreet.co.id/id/job/3759891,NA
3769045,Contract Engineer / Procurement Analysis,https://www.jobstreet.co.id/id/job/3769045,NA
3766715,Estimator Civil Engineer,https://www.jobstreet.co.id/id/job/3766715,NA
3772881,Site Engineer,https://www.jobstreet.co.id/id/job/3772881,NA
3770793,Architect (Commercial Building),https://www.jobstreet.co.id/id/job/3770793,NA
3766446,HSE K3 Proyek,https://www.jobstreet.co.id/id/job/3766446,NA
3766294,PROJECT MANAGER,https://www.jobstreet.co.id/id/job/3766294,NA
3770068,Penerjemah Mandarin / Translater Mandarin,https://www.jobstreet.co.id/id/job/3770068,NA
3770873,ADMIN LEGAL (CITRA SENTUL RAYA),https://www.jobstreet.co.id/id/job/3770873,NA
3768861,Batching Plant Spv Gempol,https://www.jobstreet.co.id/id/job/3768861,NA
3772589,Site Supervisor (Sipil - Finishing),https://www.jobstreet.co.id/id/job/3772589,NA
3769128,Surveyor,https://www.jobstreet.co.id/id/job/3769128,NA
3751890,Senior interior designer,https://www.jobstreet.co.id/id/job/3751890,NA
3769499,Interior Technical Drafter,https://www.jobstreet.co.id/id/job/3769499,NA
3768617,Junior Architect / Interior Designer,https://www.jobstreet.co.id/id/job/3768617,NA
3766356,Staff Land Surveyor,https://www.jobstreet.co.id/id/job/3766356,NA
3766508,Modern Market Operation Manager (Kepala Pasar Modern),https://www.jobstreet.co.id/id/job/3766508,NA
3769142,Staff Drafter,https://www.jobstreet.co.id/id/job/3769142,NA
3771345,DRAFTER 2D / 3D  MOLDING,https://www.jobstreet.co.id/id/job/3771345,NA
3760532,Property Advisor - Tritan Point/ Tritan Hub warehouse,https://www.jobstreet.co.id/id/job/3760532,NA
3760401,3D Designer,https://www.jobstreet.co.id/id/job/3760401,NA
3766959,Structure Engineer,https://www.jobstreet.co.id/id/job/3766959,NA
3770918,Drafter,https://www.jobstreet.co.id/id/job/3770918,NA
3771490,SENIOR INTERIOR DESIGNER,https://www.jobstreet.co.id/id/job/3771490,NA
3750602,BIM Manager,https://www.jobstreet.co.id/id/job/3750602,NA
3765725,QS (QUANTITY SURVEYOR ) DAN ESTIMATOR,https://www.jobstreet.co.id/id/job/3765725,NA
3766838,PROJECT SUPERVISOR,https://www.jobstreet.co.id/id/job/3766838,NA
3758141,Leasing Staff,https://www.jobstreet.co.id/id/job/3758141,NA
3768531,Marketing (Sipil),https://www.jobstreet.co.id/id/job/3768531,NA
3771341,Interior Design,https://www.jobstreet.co.id/id/job/3771341,NA
3769429,DRAFTER,https://www.jobstreet.co.id/id/job/3769429,NA
3766344,Architect and Interior Designer,https://www.jobstreet.co.id/id/job/3766344,NA
3755374,Facade Estimator,https://www.jobstreet.co.id/id/job/3755374,NA
3772614,INTERIOR DESIGNER,https://www.jobstreet.co.id/id/job/3772614,NA
3767634,Supervisor Site Interior,https://www.jobstreet.co.id/id/job/3767634,NA
3771385,Proyek Manager (PM),https://www.jobstreet.co.id/id/job/3771385,NA
3772057,Junior Interior Designer,https://www.jobstreet.co.id/id/job/3772057,NA
3767996,Apartment / Estate Manager,https://www.jobstreet.co.id/id/job/3767996,NA
3772966,SURVEYOR (Konstruksi),https://www.jobstreet.co.id/id/job/3772966,NA
3760523,Property Advisor - Voza Tower,https://www.jobstreet.co.id/id/job/3760523,NA
3767422,Project Manager,https://www.jobstreet.co.id/id/job/3767422,NA
3755500,Construction and Kaizen Technician,https://www.jobstreet.co.id/id/job/3755500,NA
3748643,Studio Manager,https://www.jobstreet.co.id/id/job/3748643,NA
3772528,Assistant Project Manager,https://www.jobstreet.co.id/id/job/3772528,NA
3765325,Quantity Surveyor,https://www.jobstreet.co.id/id/job/3765325,NA
3766483,Manager Construction,https://www.jobstreet.co.id/id/job/3766483,NA
3767795,Staff Fit-Out,https://www.jobstreet.co.id/id/job/3767795,NA
3758688,MARKETING ASSOCIATES,https://www.jobstreet.co.id/id/job/3758688,NA
3769520,Civil Structural Engineer,https://www.jobstreet.co.id/id/job/3769520,NA
3766759,Project Management,https://www.jobstreet.co.id/id/job/3766759,NA
3766843,Staff Fitting Out,https://www.jobstreet.co.id/id/job/3766843,NA
3768372,CHIEF TENANT RELATION - OFFICE BUILDING,https://www.jobstreet.co.id/id/job/3768372,NA
3772644,Architecture Drafter,https://www.jobstreet.co.id/id/job/3772644,NA
3768874,MANAGER LANDSCAPE (CITRA SENTUL RAYA),https://www.jobstreet.co.id/id/job/3768874,NA
3766866,FIT OUT,https://www.jobstreet.co.id/id/job/3766866,NA
3766457,Building Management Service Supervisor,https://www.jobstreet.co.id/id/job/3766457,NA
3768508,Section Head of Operation,https://www.jobstreet.co.id/id/job/3768508,NA
3772802,Drafter,https://www.jobstreet.co.id/id/job/3772802,NA
3773797,Sales Manager (Semarang),https://www.jobstreet.co.id/id/job/3773797,NA
3769479,Product Specifier,https://www.jobstreet.co.id/id/job/3769479,NA
3766184,ESTIMATOR,https://www.jobstreet.co.id/id/job/3766184,NA
3767070,FIT OUT COORDINATOR,https://www.jobstreet.co.id/id/job/3767070,NA
3757145,Arsitek (A),https://www.jobstreet.co.id/id/job/3757145,NA
3768771,CIVIL ENGINEER,https://www.jobstreet.co.id/id/job/3768771,NA
3770374,MARKET SURVEY,https://www.jobstreet.co.id/id/job/3770374,NA
3756042,ARCHITECT,https://www.jobstreet.co.id/id/job/3756042,NA
3766845,PROJECT LEADER,https://www.jobstreet.co.id/id/job/3766845,NA
3770021,Pelaksana Lapangan Proyek Sipil,https://www.jobstreet.co.id/id/job/3770021,NA
3769897,DRAFTER,https://www.jobstreet.co.id/id/job/3769897,NA
3755989,"Teknisi Plumbing (Hard Services) - Area Rumbai & Duri, Riau",https://www.jobstreet.co.id/id/job/3755989,NA
3754205,Kepala Base Camp,https://www.jobstreet.co.id/id/job/3754205,NA
3765424,Project Manager,https://www.jobstreet.co.id/id/job/3765424,NA
3769744,DRAFTER,https://www.jobstreet.co.id/id/job/3769744,NA
3758636,Head of Finance,https://www.jobstreet.co.id/id/job/3758636,NA
3768711,Architect,https://www.jobstreet.co.id/id/job/3768711,NA
3764393,Civil Inspector,https://www.jobstreet.co.id/id/job/3764393,NA
3770954,Legal Officer (Properti),https://www.jobstreet.co.id/id/job/3770954,NA
3767853,DRAFTER,https://www.jobstreet.co.id/id/job/3767853,NA
3764745,SUPERVISOR PELAKSANA PROYEK,https://www.jobstreet.co.id/id/job/3764745,NA
3764136,ASSISTANT PROYEK ( PENEMPATAN DI KOTA BATAM ),https://www.jobstreet.co.id/id/job/3764136,NA
3754104,DRAFTER & ESTIMATOR,https://www.jobstreet.co.id/id/job/3754104,NA
3767689,Arsitek,https://www.jobstreet.co.id/id/job/3767689,NA
3754097,General Superintenden (GS),https://www.jobstreet.co.id/id/job/3754097,NA
3766474,ASISTEN LAND CLEARING,https://www.jobstreet.co.id/id/job/3766474,NA
3770055,DESIGN INTERIOR,https://www.jobstreet.co.id/id/job/3770055,NA
3771997,Sales Project Interior,https://www.jobstreet.co.id/id/job/3771997,NA
3768282,Drafter,https://www.jobstreet.co.id/id/job/3768282,NA
3754427,Building Project Supervisor,https://www.jobstreet.co.id/id/job/3754427,NA
3765729,Pelaksana Lapangan,https://www.jobstreet.co.id/id/job/3765729,NA
3770113,Pelaksana Lapangan,https://www.jobstreet.co.id/id/job/3770113,NA
3770390,Sales Project,https://www.jobstreet.co.id/id/job/3770390,NA
3771343,Senior Property Advisor,https://www.jobstreet.co.id/id/job/3771343,NA
3760800,Property Consultant (Sales),https://www.jobstreet.co.id/id/job/3760800,NA
3773073,Arsitek Senior,https://www.jobstreet.co.id/id/job/3773073,NA
3767977,Staff Perencanaan dan Pengembangan Konstruksi,https://www.jobstreet.co.id/id/job/3767977,NA
3750292,Supervisor Site Interior Design,https://www.jobstreet.co.id/id/job/3750292,NA
3765463,Site Engineer,https://www.jobstreet.co.id/id/job/3765463,NA
3773886,Sales InHouse Property,https://www.jobstreet.co.id/id/job/3773886,NA
3766958,Teknisi Gedung ( MEP ),https://www.jobstreet.co.id/id/job/3766958,NA
3755544,Drafter,https://www.jobstreet.co.id/id/job/3755544,NA
3764556,Quantity Surveyor,https://www.jobstreet.co.id/id/job/3764556,NA
3757532,Senior Leasing Supervisor for Mall,https://www.jobstreet.co.id/id/job/3757532,NA
3765288,CIVIL ENGINEER (BRIDGE ENGINEER) DISAIN.,https://www.jobstreet.co.id/id/job/3765288,NA
3747289,Oceanography Engineer,https://www.jobstreet.co.id/id/job/3747289,NA
3767171,Head of Business Unit,https://www.jobstreet.co.id/id/job/3767171,NA
3768688,Interior Design Staff (EIDS),https://www.jobstreet.co.id/id/job/3768688,NA
3767746,Project Executive,https://www.jobstreet.co.id/id/job/3767746,NA
3766466,Interior Design Supervisor (for Office Management),https://www.jobstreet.co.id/id/job/3766466,NA
3765778,Pelaksana,https://www.jobstreet.co.id/id/job/3765778,NA
3769148,Tenant Relation,https://www.jobstreet.co.id/id/job/3769148,NA
3764718,Site Coordinator (Structure Engineer),https://www.jobstreet.co.id/id/job/3764718,NA
3748506,Interior Designer Intern,https://www.jobstreet.co.id/id/job/3748506,NA
3766396,Estate Management Supervisor,https://www.jobstreet.co.id/id/job/3766396,NA
3765700,Civil Engineer - Handyman Service Star-up Company Sunter,https://www.jobstreet.co.id/id/job/3765700,NA
3768602,Architect Designer,https://www.jobstreet.co.id/id/job/3768602,NA
3766510,Regional Research Assistant,https://www.jobstreet.co.id/id/job/3766510,NA
3754414,Interior & Furniture PPIC,https://www.jobstreet.co.id/id/job/3754414,NA
3744629,SUPERVISOR OPERASIONAL,https://www.jobstreet.co.id/id/job/3744629,NA
3768763,FULL TIME INTERIOR/FURNITURE DESIGNER,https://www.jobstreet.co.id/id/job/3768763,NA
3757737,Property Agent & Marketing,https://www.jobstreet.co.id/id/job/3757737,NA
3757472,Sales Representative,https://www.jobstreet.co.id/id/job/3757472,NA
3766950,SENIOR INTERIOR DESIGNER & SPESIALIST 3D ARTIST FOR INTERIOR PROJECT,https://www.jobstreet.co.id/id/job/3766950,NA
3770632,Quality Surveyor,https://www.jobstreet.co.id/id/job/3770632,NA
3756805,BIM Architectural Executive,https://www.jobstreet.co.id/id/job/3756805,NA
3755688,SCAFFOLDER,https://www.jobstreet.co.id/id/job/3755688,NA
3751245,Sales & Marketing,https://www.jobstreet.co.id/id/job/3751245,NA
3765724,BAR BENDING SCHEDULE,https://www.jobstreet.co.id/id/job/3765724,NA
3767539,Arsitek,https://www.jobstreet.co.id/id/job/3767539,NA
3772209,Drafter,https://www.jobstreet.co.id/id/job/3772209,NA
3768727,GM Property (Surabaya Based),https://www.jobstreet.co.id/id/job/3768727,NA
3768829,Content Writer (Copywriter),https://www.jobstreet.co.id/id/job/3768829,NA
3755249,Operator Bubut,https://www.jobstreet.co.id/id/job/3755249,NA
3753974,Estimator ME,https://www.jobstreet.co.id/id/job/3753974,NA
3764372,Geotechnical Engineering (Staff/Foreman),https://www.jobstreet.co.id/id/job/3764372,NA
3766447,Fit Out Supervisor,https://www.jobstreet.co.id/id/job/3766447,NA
3767556,Senior Civil Engineer,https://www.jobstreet.co.id/id/job/3767556,NA
3759398,SALES EXECUTIVE,https://www.jobstreet.co.id/id/job/3759398,NA
3764396,STRUCTURE ENGINEER,https://www.jobstreet.co.id/id/job/3764396,NA
3764389,Project Quality Control,https://www.jobstreet.co.id/id/job/3764389,NA
3769185,"3d Artist, visualizer 3D max (corona) & LUMION",https://www.jobstreet.co.id/id/job/3769185,NA
3765935,Project Manager RUMAH SUBSIDI,https://www.jobstreet.co.id/id/job/3765935,NA
3764779,SUPERVISOR PROJECT,https://www.jobstreet.co.id/id/job/3764779,NA
3763300,SITE ENGINEER CIVIL,https://www.jobstreet.co.id/id/job/3763300,NA
3767177,Tenant Relation Manager,https://www.jobstreet.co.id/id/job/3767177,NA
3764193,Project Manager (Design & Build),https://www.jobstreet.co.id/id/job/3764193,NA
3764746,Project Manager - construction (ID: 532843),https://www.jobstreet.co.id/id/job/3764746,NA
3768564,INTERIOR DESIGNER MANAGER,https://www.jobstreet.co.id/id/job/3768564,NA
3767403,Architect Designer,https://www.jobstreet.co.id/id/job/3767403,NA
3764618,Project & Maintenance Supervisor,https://www.jobstreet.co.id/id/job/3764618,NA
3765376,Kepala Sarana Prasarana,https://www.jobstreet.co.id/id/job/3765376,NA
3770430,Marketing Executive Officer (Partnership),https://www.jobstreet.co.id/id/job/3770430,NA
3766261,Junior Architect,https://www.jobstreet.co.id/id/job/3766261,NA
3758306,SALES,https://www.jobstreet.co.id/id/job/3758306,NA
3766611,Credit Marketing Officer (Surveyor) - Kudus,https://www.jobstreet.co.id/id/job/3766611,NA
3765255,Corporate Engineering Manager,https://www.jobstreet.co.id/id/job/3765255,NA
3764386,Head of Project Management (Oil & Gas),https://www.jobstreet.co.id/id/job/3764386,NA
3766374,Portfolio Manager,https://www.jobstreet.co.id/id/job/3766374,NA
3765964,Continous Improvement (KAIZEN),https://www.jobstreet.co.id/id/job/3765964,NA
3765317,Surveyor Konstruksi,https://www.jobstreet.co.id/id/job/3765317,NA
3763277,Quantity Surveyor Engineer (QSE),https://www.jobstreet.co.id/id/job/3763277,NA
3764448,Maintenance Officer,https://www.jobstreet.co.id/id/job/3764448,NA
3760963,PROJECT MANAGER - TEKNIK SIPIL,https://www.jobstreet.co.id/id/job/3760963,NA
3764984,Japanese Interpreter,https://www.jobstreet.co.id/id/job/3764984,NA
3768110,Interior Designer,https://www.jobstreet.co.id/id/job/3768110,NA
3763606,Structural Engineer,https://www.jobstreet.co.id/id/job/3763606,NA
3765689,Project Support Officer (Mandarin Speaker),https://www.jobstreet.co.id/id/job/3765689,NA
